pc,explained_variance_ratio,feature,loading,abs_loading
PC5,0.04117996427744645,speed_10s_avg_stage4_col2_std_over_mean,0.03940286355663497,0.03940286355663497
PC5,0.04117996427744645,speed_10s_avg_stage5_rows,0.12677280209538289,0.12677280209538289
PC5,0.04117996427744645,speed_10s_avg_stage5_col1_mean,-0.02978993400537931,0.02978993400537931
PC5,0.04117996427744645,speed_10s_avg_stage5_col1_std_over_mean,-0.10810109680918513,0.10810109680918513
PC5,0.04117996427744645,speed_10s_avg_stage5_col2_mean,-0.0812285866317411,0.0812285866317411
PC5,0.04117996427744645,speed_10s_avg_stage5_col2_std_over_mean,0.05015729057365489,0.05015729057365489
PC6,0.03699625903969212,stage_2_frames,0.1559844680222704,0.1559844680222704
PC6,0.03699625903969212,stage_3_frames,-0.15450196181581882,0.15450196181581882
PC6,0.03699625903969212,stage_4_frames,0.11399351726926919,0.11399351726926919
PC6,0.03699625903969212,stage_5_frames,0.011164900775237074,0.011164900775237074
PC6,0.03699625903969212,roam_mean,-0.1164325506533406,0.1164325506533406
PC6,0.03699625903969212,roam_std_over_mean,0.004205643681308269,0.004205643681308269
PC6,0.03699625903969212,roam_early_mean,0.028041655329000603,0.028041655329000603
PC6,0.03699625903969212,roam_mid_mean,-0.2081133151797585,0.2081133151797585
PC6,0.03699625903969212,roam_late_mean,-0.1691871432686735,0.1691871432686735
PC6,0.03699625903969212,roam_slope,-0.13823209040753204,0.13823209040753204
PC6,0.03699625903969212,speed_1s_rows,0.2636317776437328,0.2636317776437328
PC6,0.03699625903969212,speed_1s_stage2_rows,-0.15450196181581902,0.15450196181581902
PC6,0.03699625903969212,speed_1s_stage2_col1_mean,-0.08735895247349006,0.08735895247349006
PC6,0.03699625903969212,speed_1s_stage2_col1_std_over_mean,-0.26774105906635626,0.26774105906635626
PC6,0.03699625903969212,speed_1s_stage2_col2_mean,-0.021161746908480633,0.021161746908480633
PC6,0.03699625903969212,speed_1s_stage2_col2_std_over_mean,0.019307122739811423,0.019307122739811423
PC6,0.03699625903969212,speed_1s_stage3_rows,0.11399351726926923,0.11399351726926923
PC6,0.03699625903969212,speed_1s_stage3_col1_mean,-0.2033361489587143,0.2033361489587143
PC6,0.03699625903969212,speed_1s_stage3_col1_std_over_mean,0.18210934816313357,0.18210934816313357
PC6,0.03699625903969212,speed_1s_stage3_col2_mean,0.016104816974563497,0.016104816974563497
PC6,0.03699625903969212,speed_1s_stage3_col2_std_over_mean,0.010070195169031612,0.010070195169031612
PC6,0.03699625903969212,speed_1s_stage4_rows,0.011164900775236967,0.011164900775236967
PC6,0.03699625903969212,speed_1s_stage4_col1_mean,-0.09138719154690643,0.09138719154690643
