feature,importance,dataset,run,seed
speed_1s_stage4_rows,0.005667644180344738,SI206_shuffled,7,48
speed_1s_stage4_col1_mean,0.024317256700433783,SI206_shuffled,7,48
speed_1s_stage4_col1_std_over_mean,0.01609679683593489,SI206_shuffled,7,48
speed_1s_stage4_col2_mean,0.005910576680762773,SI206_shuffled,7,48
speed_1s_stage4_col2_std_over_mean,0.01878691329637403,SI206_shuffled,7,48
speed_1s_stage5_rows,0.0001837606250812143,SI206_shuffled,7,48
speed_1s_stage5_col1_mean,0.025013397739767275,SI206_shuffled,7,48
speed_1s_stage5_col1_std_over_mean,0.011774838156737055,SI206_shuffled,7,48
speed_1s_stage5_col2_mean,0.005183728990432237,SI206_shuffled,7,48
speed_1s_stage5_col2_std_over_mean,0.020550906422010854,SI206_shuffled,7,48
speed_10s_avg_rows,0.024091302425757737,SI206_shuffled,7,48
speed_10s_avg_stage2_rows,0.01534406934947894,SI206_shuffled,7,48
speed_10s_avg_stage2_col1_mean,0.023525377732045334,SI206_shuffled,7,48
speed_10s_avg_stage2_col1_std_over_mean,0.009988797008468229,SI206_shuffled,7,48
speed_10s_avg_stage2_col2_mean,0.010883215323860935,SI206_shuffled,7,48
speed_10s_avg_stage2_col2_std_over_mean,0.005641898624467986,SI206_shuffled,7,48
speed_10s_avg_stage3_rows,0.00646488448898194,SI206_shuffled,7,48
speed_10s_avg_stage3_col1_mean,0.019075928357570562,SI206_shuffled,7,48
speed_10s_avg_stage3_col1_std_over_mean,0.019364006933696477,SI206_shuffled,7,48
speed_10s_avg_stage3_col2_mean,0.015708770966374106,SI206_shuffled,7,48
speed_10s_avg_stage3_col2_std_over_mean,0.022389427476798743,SI206_shuffled,7,48
speed_10s_avg_stage4_rows,0.00677149035326968,SI206_shuffled,7,48
speed_10s_avg_stage4_col1_mean,0.0176360733319648,SI206_shuffled,7,48
speed_10s_avg_stage4_col1_std_over_mean,0.03779691679282798,SI206_shuffled,7,48
speed_10s_avg_stage4_col2_mean,0.007202199987298693,SI206_shuffled,7,48
speed_10s_avg_stage4_col2_std_over_mean,0.03729072302087379,SI206_shuffled,7,48
speed_10s_avg_stage5_rows,4.5306554208873546e-05,SI206_shuffled,7,48
speed_10s_avg_stage5_col1_mean,0.02107166981377656,SI206_shuffled,7,48
speed_10s_avg_stage5_col1_std_over_mean,0.020745850852651262,SI206_shuffled,7,48
speed_10s_avg_stage5_col2_mean,0.008768140568088294,SI206_shuffled,7,48
